_id,Sample Number,Sample Date,PartialPostalCode,Lead Amount (ppm),SampleDate
7283,2165004,2018-02-07,M4J,0.000537,2018-02-07
7284,2175386,2018-02-09,M5M,0.00121,2018-02-09
7285,2175396,2018-02-09,M4C,0.00626,2018-02-09
7286,2166376,2018-02-09,M9N,0.000111,2018-02-09
7287,2168437,2018-02-11,M4L,0.000954,2018-02-11
7288,2166769,2018-02-12,M6G,0.0000586,2018-02-12
7289,2175378,2018-02-12,M4C,0.000465,2018-02-12
7290,2168408,2018-02-12,M4C,<0.00005,2018-02-12
7291,2168419,2018-02-12,M8V,0.000258,2018-02-12
7292,2166772,2018-02-12,M4J,<0.00005,2018-02-12
7293,2171451,2018-02-13,M6A,0.0000972,2018-02-13
7294,2171479,2018-02-13,M6E,<0.00005,2018-02-13
7295,2168407,2018-02-13,M4J,0.0000517,2018-02-13
7296,2175363,2018-02-14,M6G,0.000319,2018-02-14
7297,2171459,2018-02-14,M8Y,<0.00005,2018-02-14
7298,2171460,2018-02-14,M6P,<0.00005,2018-02-14
7299,2171450,2018-02-15,M4J,<0.00005,2018-02-15
7300,2175349,2018-02-15,M6J,0.00166,2018-02-15
7301,2175437,2018-02-15,M6H,<0.00005,2018-02-15
7302,2175384,2018-02-15,M4M,0.000947,2018-02-15
7303,2171472,2018-02-15,M4C,0.0000532,2018-02-15
7304,2171449,2018-02-15,M6H,0.000136,2018-02-15
7305,2171480,2018-02-15,M6S,<0.00005,2018-02-15
7306,2175348,2018-02-16,M4M,<0.00005,2018-02-16
7307,2175389,2018-02-20,M5R,0.0000578,2018-02-20
7308,2175387,2018-02-20,M4L,0.000651,2018-02-20
7309,2171448,2018-02-20,M6H,0.000694,2018-02-20
7310,2175414,2018-02-21,M6J,0.00203,2018-02-21
7311,2171458,2018-02-21,M4J,<0.00005,2018-02-21
7312,2173819,2018-02-21,M8X,<0.00005,2018-02-21
7313,2175411,2018-02-23,M4C,0.000480,2018-02-23
7314,2173341,2018-02-23,M3H,0.0656,2018-02-23
7315,2181050,2018-02-24,M4J,0.000221,2018-02-24
7316,2175385,2018-02-26,M1M,0.00131,2018-02-26
7317,2175381,2018-02-27,M4C,0.00201,2018-02-27
7318,2175491,2018-02-27,M4J,<0.00005,2018-02-27
7319,2173818,2018-02-27,M9B,0.0000536,2018-02-27
7320,2175388,2018-02-27,M4K,<0.00005,2018-02-27
7321,2176348,2018-02-27,M3C,<0.00005,2018-02-27
7322,2173817,2018-02-27,M8V,0.000965,2018-02-27
7323,2175418,2018-02-28,M4G,0.00127,2018-02-28
7324,2175435,2018-02-28,M4J,<0.00005,2018-02-28
7325,2176886,2018-02-28,M6N,0.000741,2018-02-28
7326,2176335,2018-02-28,M3H,<0.00005,2018-02-28
7327,2176349,2018-02-28,M6B,<0.00005,2018-02-28
7328,2176849,2018-02-28,M5M,0.0000510,2018-02-28
7329,2178133,2018-02-28,M4L,<0.00005,2018-02-28
7330,2176846,2018-02-28,M8Y,<0.00005,2018-02-28
7331,2176877,2018-02-28,M6N,0.00231,2018-02-28
7332,2177984,2018-02-28,M4L,0.000903,2018-02-28
7333,2176350,2018-03-01,M3H,<0.00005,2018-03-01
7334,2177982,2018-03-01,M4L,0.000791,2018-03-01
7335,2176883,2018-03-01,M6P,0.000350,2018-03-01
7336,2177983,2018-03-01,M4J,<0.00005,2018-03-01
7337,2176884,2018-03-03,M4L,0.000499,2018-03-03
7338,2178131,2018-03-04,M4L,0.00103,2018-03-04
7339,2178135,2018-03-04,M4J,0.000251,2018-03-04
7340,2176315,2018-03-05,M2L,<0.00005,2018-03-05
7341,2176873,2018-03-06,M6S,0.000145,2018-03-06
7342,2181049,2018-03-06,M6P,0.000262,2018-03-06
7343,2181081,2018-03-06,M6P,0.000377,2018-03-06
7344,2181103,2018-03-06,M6S,<0.00005,2018-03-06
7345,2176885,2018-03-06,M6G,<0.00005,2018-03-06
7346,2177980,2018-03-06,M4L,0.000260,2018-03-06
7347,2179974,2018-03-07,M8W,<0.00005,2018-03-07
7348,2178132,2018-03-07,M5N,<0.00005,2018-03-07
7349,2181047,2018-03-07,M6J,0.000277,2018-03-07
7350,2177981,2018-03-07,M4C,0.000482,2018-03-07
7351,2178137,2018-03-07,M1N,<0.00005,2018-03-07
7352,2180070,2018-03-08,M1L,<0.00005,2018-03-08
7353,2179448,2018-03-08,M5P,0.0144,2018-03-08
7354,2180069,2018-03-08,M1W,0.0000508,2018-03-08
7355,2181082,2018-03-09,M4K,0.000922,2018-03-09
7356,2180068,2018-03-09,M1N,0.0000599,2018-03-09
7357,2181084,2018-03-09,M4V,0.00309,2018-03-09
7358,2181085,2018-03-09,M4W,<0.00005,2018-03-09
7359,2181070,2018-03-09,M6H,0.000523,2018-03-09
7360,2179956,2018-03-09,M8V,<0.00005,2018-03-09
7361,2179452,2018-03-10,M6C,0.000490,2018-03-10
7362,2179447,2018-03-10,M6C,0.0000557,2018-03-10
7363,2179446,2018-03-10,M5N,0.0000944,2018-03-10
7364,2181080,2018-03-10,M4M,0.00525,2018-03-10
7365,2181048,2018-03-11,M4V,0.00474,2018-03-11
7366,2179449,2018-03-11,M5M,0.00122,2018-03-11
7367,2179957,2018-03-11,M8Z,<0.00005,2018-03-11
7368,2181102,2018-03-12,M6N,0.000577,2018-03-12
7369,2179976,2018-03-12,M8W,0.0000530,2018-03-12
7370,2195781,2018-03-12,M6N,0.00211,2018-03-12
7371,2181083,2018-03-13,M6S,0.00500,2018-03-13
7372,2181104,2018-03-13,M6S,0.0000732,2018-03-13
7373,2181101,2018-03-13,M4J,0.00102,2018-03-13
7374,2186973,2018-03-13,M6P,<0.00005,2018-03-13
7375,2183137,2018-03-14,M6G,0.0000876,2018-03-14
7376,2183146,2018-03-14,M4M,0.00254,2018-03-14
7377,2186971,2018-03-14,M9A,<0.00005,2018-03-14
7378,2186970,2018-03-15,M9N,<0.00005,2018-03-15
7379,2183117,2018-03-15,M6G,<0.00005,2018-03-15
7380,2186972,2018-03-16,M9R,<0.00005,2018-03-16
7381,2183143,2018-03-16,M6H,0.00108,2018-03-16
7382,2183216,2018-03-16,M6R,0.000432,2018-03-16
7383,2184746,2018-03-16,M4L,0.00166,2018-03-16
7384,2182937,2018-03-18,M6E,0.000971,2018-03-18
7385,2183113,2018-03-19,M6R,0.00123,2018-03-19
7386,2183142,2018-03-19,M4K,<0.00005,2018-03-19
7387,2183219,2018-03-19,M4V,<0.00005,2018-03-19
7388,2184745,2018-03-19,M4E,0.0000688,2018-03-19
7389,2183116,2018-03-19,M4V,0.000639,2018-03-19
7390,2183115,2018-03-19,M6J,0.000994,2018-03-19
7391,2183168,2018-03-19,M4V,0.000379,2018-03-19
7392,2183108,2018-03-19,M4M,0.00117,2018-03-19
7393,2185285,2018-03-20,M3H,<0.00005,2018-03-20
7394,2183125,2018-03-20,M6P,<0.00005,2018-03-20
7395,2186975,2018-03-20,M6S,0.000978,2018-03-20
7396,2185286,2018-03-20,M3H,<0.00005,2018-03-20
7397,2186974,2018-03-21,M6S,0.00149,2018-03-21
7398,2200758,2018-03-22,M1R,<0.00005,2018-03-22
7399,2195777,2018-03-22,M4J,0.000980,2018-03-22
7400,2186977,2018-03-22,M4L,0.00268,2018-03-22
7401,2186969,2018-03-23,M6S,<0.00005,2018-03-23
7402,2195770,2018-03-23,M6G,0.000221,2018-03-23
7403,2186976,2018-03-26,M4C,<0.00005,2018-03-26
7404,2186987,2018-03-26,M4B,0.0000745,2018-03-26
7405,2195924,2018-03-26,M5R,0.000323,2018-03-26
7406,2190146,2018-03-27,M6P,0.0000567,2018-03-27
7407,2195797,2018-03-27,M6J,<0.00005,2018-03-27
7408,2186991,2018-03-27,M4C,0.00150,2018-03-27
7409,2195790,2018-03-27,M4R,0.00107,2018-03-27
7410,2195795,2018-03-27,M4L,0.000119,2018-03-27
7411,2195925,2018-03-28,M4C,0.000128,2018-03-28
7412,2191388,2018-03-28,M3H,<0.00005,2018-03-28
7413,2195778,2018-03-28,M4M,0.000375,2018-03-28
7414,2190143,2018-03-29,M4C,0.00123,2018-03-29
7415,2190147,2018-04-01,M4K,<0.00005,2018-04-01
7416,2200862,2018-04-03,M4V,<0.00005,2018-04-03
7417,2190239,2018-04-03,M6H,0.000802,2018-04-03
7418,2190145,2018-04-03,M8V,0.0000660,2018-04-03
7419,2190157,2018-04-04,M6J,<0.00005,2018-04-04
7420,2191386,2018-04-04,M4N,0.0000877,2018-04-04
7421,2191387,2018-04-04,M4N,0.00110,2018-04-04
7422,2192971,2018-04-04,M4E,<0.00005,2018-04-04
7423,2190246,2018-04-04,M6K,0.000583,2018-04-04
7424,2200757,2018-04-04,M9R,<0.00005,2018-04-04
7425,2192985,2018-04-04,M4C,0.000248,2018-04-04
7426,2191385,2018-04-05,M2M,0.0000645,2018-04-05
7427,2197258,2018-04-05,M6P,0.000766,2018-04-05
7428,2200759,2018-04-05,M4L,0.000990,2018-04-05
7429,2197194,2018-04-05,M6R,<0.00005,2018-04-05
7430,2197200,2018-04-08,M6S,<0.00005,2018-04-08
7431,2200760,2018-04-09,M1E,0.0000748,2018-04-09
7432,2192983,2018-04-09,M1N,0.000547,2018-04-09
7433,2192962,2018-04-09,M4J,<0.00005,2018-04-09
7434,2200803,2018-04-10,M5M,0.00425,2018-04-10
7435,2197199,2018-04-10,M6H,0.0000691,2018-04-10
7436,2195759,2018-04-10,M4L,0.00240,2018-04-10
7437,2195758,2018-04-10,M1L,0.00106,2018-04-10
7438,2197210,2018-04-10,M6P,0.000327,2018-04-10
7439,2200749,2018-04-11,M9R,0.000386,2018-04-11
7440,2202806,2018-04-11,M9R,0.000427,2018-04-11
7441,2197254,2018-04-11,M6S,<0.00005,2018-04-11
7442,2195782,2018-04-12,M4T,0.00337,2018-04-12
7443,2195869,2018-04-12,M5S,0.00653,2018-04-12
7444,2197195,2018-04-13,M9R,<0.00005,2018-04-13
7445,2197198,2018-04-13,M6H,0.000119,2018-04-13
7446,2195856,2018-04-13,M4K,<0.00005,2018-04-13
7447,2197197,2018-04-13,M6P,0.000778,2018-04-13
7448,2197245,2018-04-13,M6J,<0.00005,2018-04-13
7449,2195864,2018-04-13,M4S,0.000571,2018-04-13
7450,2197227,2018-04-13,M6P,0.000912,2018-04-13
7451,2195868,2018-04-13,M4C,0.0000506,2018-04-13
7452,2195799,2018-04-15,M6J,0.000350,2018-04-15
7453,2200800,2018-04-15,M1P,<0.00005,2018-04-15
7454,2195786,2018-04-16,M4K,0.0000531,2018-04-16
7455,2200748,2018-04-17,M6S,0.00107,2018-04-17
7456,2197211,2018-04-17,M6R,0.000224,2018-04-17
7457,2195771,2018-04-17,M4J,0.00124,2018-04-17
7458,2197691,2018-04-17,M4K,0.000356,2018-04-17
7459,2195859,2018-04-17,M3B,<0.00005,2018-04-17
7460,2195774,2018-04-18,M4C,<0.00005,2018-04-18
7461,2195867,2018-04-18,M4J,0.000816,2018-04-18
7462,2200797,2018-04-18,M1G,<0.00005,2018-04-18
7463,2197196,2018-04-18,M6P,0.000108,2018-04-18
7464,2197228,2018-04-18,M6G,0.000935,2018-04-18
7465,2197684,2018-04-18,M5M,0.000327,2018-04-18
7466,2199818,2018-04-19,M5N,0.0000643,2018-04-19
7467,2197246,2018-04-19,M6N,<0.00005,2018-04-19
7468,2200750,2018-04-19,M9B,<0.00005,2018-04-19
7469,2198912,2018-04-20,M4E,0.000925,2018-04-20
7470,2197686,2018-04-20,M6J,0.00174,2018-04-20
7471,2199829,2018-04-20,M4N,0.000371,2018-04-20
7472,2197685,2018-04-20,M4T,0.000589,2018-04-20
7473,2207920,2018-04-20,M4V,0.000137,2018-04-20
7474,2198898,2018-04-22,M6E,0.00701,2018-04-22
7475,2210728,2018-04-22,M2H,<0.00005,2018-04-22
7476,2197693,2018-04-22,M6E,0.000728,2018-04-22
7477,2210729,2018-04-22,M6G,0.0000956,2018-04-22
7478,2197259,2018-04-23,M6G,<0.00005,2018-04-23
7479,2197683,2018-04-23,M5M,0.00251,2018-04-23
7480,2207984,2018-04-23,M3B,<0.00005,2018-04-23
7481,2198910,2018-04-23,M1L,0.0000803,2018-04-23
7482,2200761,2018-04-24,M3B,0.000427,2018-04-24
7483,2200819,2018-04-24,M6P,0.000398,2018-04-24
7484,2198905,2018-04-24,M4J,0.000750,2018-04-24
7485,2200804,2018-04-24,M3H,<0.00005,2018-04-24
7486,2200790,2018-04-24,M6S,<0.00005,2018-04-24
7487,2200763,2018-04-24,M1W,<0.00005,2018-04-24
7488,2200780,2018-04-24,NA,0.000401,2018-04-24
7489,2202805,2018-04-24,M4E,0.0000540,2018-04-24
7490,2198909,2018-04-25,M4C,0.000117,2018-04-25
7491,2200723,2018-04-25,M6M,0.00214,2018-04-25
7492,2198849,2018-04-25,M4K,0.000260,2018-04-25
7493,2198911,2018-04-25,M4C,0.000702,2018-04-25
7494,2200830,2018-04-25,M6S,0.0000940,2018-04-25
7495,2199828,2018-04-25,M4N,0.000104,2018-04-25
7496,2200781,2018-04-26,M1G,0.000291,2018-04-26
7497,2199830,2018-04-26,M1M,0.000275,2018-04-26
7498,2202772,2018-04-26,M4L,0.000207,2018-04-26
7499,2200795,2018-04-26,M1K,0.00611,2018-04-26
7500,2200817,2018-04-26,M6R,0.0000821,2018-04-26
7501,2202778,2018-04-26,M4L,<0.00005,2018-04-26
7502,2199825,2018-04-26,M2R,0.0000660,2018-04-26
7503,2200825,2018-04-26,M6K,0.000584,2018-04-26
7504,2202796,2018-04-26,M4C,<0.00005,2018-04-26
7505,2200822,2018-04-27,M6R,0.000518,2018-04-27
7506,2200824,2018-04-27,M4K,0.00119,2018-04-27
7507,2202789,2018-04-27,M4B,<0.00005,2018-04-27
7508,2200841,2018-04-27,M5R,0.000113,2018-04-27
7509,2200722,2018-04-29,M8V,0.0000774,2018-04-29
7510,2200833,2018-04-30,M6P,0.00181,2018-04-30
7511,2202804,2018-04-30,M4C,0.0000811,2018-04-30
7512,2200820,2018-04-30,M6G,<0.00005,2018-04-30
7513,2200840,2018-04-30,M5S,0.00817,2018-04-30
7514,2200805,2018-04-30,M6H,0.00114,2018-04-30
7515,2203875,2018-05-01,M5E,0.0000689,2018-05-01
7516,2203821,2018-05-01,M6A,<0.00005,2018-05-01
7517,2202807,2018-05-01,M5S,0.000378,2018-05-01
7518,2206703,2018-05-01,M6J,0.00170,2018-05-01
7519,2202801,2018-05-01,M4S,0.000797,2018-05-01
7520,2200821,2018-05-01,M6N,0.00182,2018-05-01
7521,2202795,2018-05-01,M6C,0.0000859,2018-05-01
7522,2206232,2018-05-02,M4N,0.000322,2018-05-02
7523,2206272,2018-05-02,M6H,0.00351,2018-05-02
7524,2203849,2018-05-02,M6P,0.000636,2018-05-02
7525,2203817,2018-05-02,M5M,<0.00005,2018-05-02
7526,2203842,2018-05-03,M4N,0.00716,2018-05-03
7527,2206229,2018-05-03,M2L,<0.00005,2018-05-03
7528,2206233,2018-05-03,M3H,0.000152,2018-05-03
7529,2206227,2018-05-03,M2N,0.000344,2018-05-03
7530,2203869,2018-05-04,M6J,0.000890,2018-05-04
7531,2206224,2018-05-04,M6G,0.000352,2018-05-04
7532,2206228,2018-05-04,M5M,<0.00005,2018-05-04
7533,2206212,2018-05-04,M2N,<0.00005,2018-05-04
7534,2203818,2018-05-04,M8W,<0.00005,2018-05-04
7535,2206211,2018-05-04,M4G,0.000109,2018-05-04
7536,2204733,2018-05-07,M4C,<0.00005,2018-05-07
7537,2203845,2018-05-07,M6H,0.0299,2018-05-07
7538,2203843,2018-05-07,M6H,0.000613,2018-05-07
7539,2203844,2018-05-07,M4C,<0.00005,2018-05-07
7540,2203808,2018-05-07,M6S,<0.00005,2018-05-07
7541,2206226,2018-05-08,M9P,<0.00005,2018-05-08
7542,2204731,2018-05-08,M4B,0.0000777,2018-05-08
7543,2204732,2018-05-08,M4J,0.000292,2018-05-08
7544,2206213,2018-05-08,M5P,0.0000964,2018-05-08
7545,2207979,2018-05-08,M6N,0.0000710,2018-05-08
7546,2207980,2018-05-09,M6J,0.000132,2018-05-09
7547,2207982,2018-05-09,M6S,0.00207,2018-05-09
7548,2207983,2018-05-10,M6G,0.00140,2018-05-10
7549,2206278,2018-05-10,M2R,0.000693,2018-05-10
7550,2208002,2018-05-11,M4M,0.000646,2018-05-11
7551,2212806,2018-05-11,M6B,<0.00005,2018-05-11
7552,2207958,2018-05-11,M6H,<0.00005,2018-05-11
7553,2207981,2018-05-11,M6J,0.00189,2018-05-11
7554,2206254,2018-05-11,M5M,<0.00005,2018-05-11
7555,2206702,2018-05-13,M4E,0.00153,2018-05-13
7556,2206679,2018-05-14,M5R,<0.00005,2018-05-14
7557,2206801,2018-05-14,M1N,0.000720,2018-05-14
7558,2207998,2018-05-14,M4S,<0.00005,2018-05-14
7559,2207997,2018-05-14,M6R,0.000322,2018-05-14
7560,2206704,2018-05-14,M5P,<0.00005,2018-05-14
7561,2207919,2018-05-15,M6P,0.000458,2018-05-15
7562,2208019,2018-05-15,M6B,<0.00005,2018-05-15
7563,2207999,2018-05-15,M4C,0.000866,2018-05-15
7564,2208000,2018-05-15,M4C,0.000214,2018-05-15
7565,2207995,2018-05-15,M6P,0.00202,2018-05-15
7566,2206662,2018-05-15,M6K,0.000121,2018-05-15
7567,2206681,2018-05-15,M5A,0.00342,2018-05-15
7568,2208001,2018-05-15,M4L,0.000891,2018-05-15
7569,2210731,2018-05-16,M4K,0.000440,2018-05-16
7570,2210733,2018-05-16,M6E,0.00167,2018-05-16
7571,2210730,2018-05-17,M4L,0.00738,2018-05-17
7572,2210732,2018-05-18,M4L,0.00103,2018-05-18
7573,2212805,2018-05-18,M2J,0.000118,2018-05-18
7574,2209568,2018-05-22,M8X,0.000718,2018-05-22
7575,2210734,2018-05-23,M4C,0.0000880,2018-05-23
7576,2212814,2018-05-23,M5M,<0.00005,2018-05-23
7577,2212827,2018-05-23,M6G,0.0000694,2018-05-23
7578,2212829,2018-05-23,M6E,0.000477,2018-05-23
7579,2220560,2018-05-24,M1S,0.000306,2018-05-24
7580,2212808,2018-05-24,M6R,<0.00005,2018-05-24
7581,2212812,2018-05-24,M6H,0.000866,2018-05-24
7582,2212825,2018-05-25,M6P,<0.00005,2018-05-25
7583,2214428,2018-05-25,M1S,0.000186,2018-05-25
7584,2227511,2018-05-26,M4S,0.00144,2018-05-26
7585,2212828,2018-05-27,M4N,0.000112,2018-05-27
7586,2212813,2018-05-28,M4P,0.000502,2018-05-28
7587,2214427,2018-05-28,M4L,0.000103,2018-05-28
7588,2212826,2018-05-29,M6R,0.000131,2018-05-29
7589,2216400,2018-05-29,M5R,<0.00005,2018-05-29
7590,2217919,2018-05-29,M6R,0.00104,2018-05-29
7591,2217745,2018-05-29,M1L,0.000660,2018-05-29
7592,2217925,2018-05-29,M5R,0.000317,2018-05-29
7593,2217920,2018-05-29,M4K,0.000767,2018-05-29
7594,2217924,2018-05-29,M4M,0.000482,2018-05-29
7595,2217756,2018-05-30,M4P,0.000789,2018-05-30
7596,2217758,2018-05-31,M4V,0.00199,2018-05-31
7597,2220575,2018-05-31,M1P,0.000203,2018-05-31
7598,2216405,2018-05-31,M6J,<0.00005,2018-05-31
7599,2215879,2018-06-01,M2K,0.0000556,2018-06-01
7600,2216404,2018-06-01,M9B,<0.00005,2018-06-01
7601,2216402,2018-06-01,M4V,0.000123,2018-06-01
7602,2217736,2018-06-01,M4G,<0.00005,2018-06-01
7603,2220550,2018-06-01,M1S,0.000229,2018-06-01
7604,2217659,2018-06-04,M5R,0.000202,2018-06-04
7605,2217755,2018-06-04,M4V,0.000111,2018-06-04
7606,2216406,2018-06-04,M8V,<0.00005,2018-06-04
7607,2217383,2018-06-04,M4L,0.0000815,2018-06-04
7608,2218941,2018-06-05,M4J,0.000384,2018-06-05
7609,2217721,2018-06-05,M5T,<0.00005,2018-06-05
7610,2231837,2018-06-05,M4J,<0.00005,2018-06-05
7611,2217926,2018-06-06,M4L,0.0000981,2018-06-06
7612,2217384,2018-06-06,M4Y,<0.00005,2018-06-06
7613,2231870,2018-06-06,M1L,0.000207,2018-06-06
7614,2217960,2018-06-06,M6J,<0.00005,2018-06-06
7615,2217730,2018-06-06,M4L,0.0000576,2018-06-06
7616,2217382,2018-06-06,M4M,<0.00005,2018-06-06
7617,2218968,2018-06-07,M4N,0.000122,2018-06-07
7618,2217923,2018-06-07,M4M,0.0000502,2018-06-07
7619,2220581,2018-06-07,M9B,1.10,2018-06-07
7620,2220578,2018-06-08,M8V,0.0000505,2018-06-08
7621,2218967,2018-06-11,M2H,0.0000524,2018-06-11
7622,2231680,2018-06-11,M4K,<0.00005,2018-06-11
7623,2222779,2018-06-11,M6S,0.00139,2018-06-11
7624,2231693,2018-06-12,M4C,0.00366,2018-06-12
7625,2222767,2018-06-12,M6S,0.000856,2018-06-12
7626,2231716,2018-06-12,M4L,<0.00005,2018-06-12
7627,2220576,2018-06-12,M8W,0.0000895,2018-06-12
7628,2231786,2018-06-12,M9W,<0.00005,2018-06-12
7629,2230101,2018-06-12,M6S,0.000150,2018-06-12
7630,2222781,2018-06-13,M6R,0.000255,2018-06-13
7631,2222806,2018-06-13,M9P,<0.00005,2018-06-13
7632,2222778,2018-06-14,M8Y,0.0000821,2018-06-14
7633,2222782,2018-06-14,M5S,0.000353,2018-06-14
7634,2222794,2018-06-15,M6E,0.00172,2018-06-15
7635,2222795,2018-06-15,M6H,0.00225,2018-06-15
7636,2222816,2018-06-15,M8Y,<0.00005,2018-06-15
7637,2231805,2018-06-15,M4G,<0.00005,2018-06-15
7638,2222783,2018-06-17,M6N,0.000244,2018-06-17
7639,2225966,2018-06-17,M3H,<0.00005,2018-06-17
7640,2222818,2018-06-18,M8X,0.000588,2018-06-18
7641,2226446,2018-06-18,M6S,0.00573,2018-06-18
7642,2222793,2018-06-18,M6P,0.0000637,2018-06-18
7643,2231836,2018-06-19,M4G,0.0000747,2018-06-19
7644,2222817,2018-06-19,M8V,<0.00005,2018-06-19
7645,2231730,2018-06-19,M5M,0.00194,2018-06-19
7646,2227510,2018-06-19,M8Y,<0.00005,2018-06-19
7647,2226395,2018-06-20,M8Y,<0.00005,2018-06-20
7648,2227591,2018-06-20,M6J,0.000114,2018-06-20
7649,2226445,2018-06-20,M8Y,<0.00005,2018-06-20
7650,2227605,2018-06-20,M4M,0.000579,2018-06-20
7651,2227598,2018-06-20,M4M,0.00321,2018-06-20
7652,2225965,2018-06-20,M2K,<0.00005,2018-06-20
7653,2226455,2018-06-20,M8Y,0.0000851,2018-06-20
7654,2226453,2018-06-21,M8Y,<0.00005,2018-06-21
7655,2227507,2018-06-21,M4E,0.0000831,2018-06-21
7656,2227508,2018-06-21,M4X,0.000198,2018-06-21
7657,2226456,2018-06-21,M6S,0.000968,2018-06-21
7658,2226444,2018-06-22,M6C,0.000738,2018-06-22
7659,2231704,2018-06-22,M4J,0.000152,2018-06-22
7660,2227509,2018-06-22,M5A,0.000344,2018-06-22
7661,2226403,2018-06-24,M6C,0.000182,2018-06-24
7662,2226443,2018-06-25,M6P,0.0000503,2018-06-25
7663,2227607,2018-06-25,M4L,0.00132,2018-06-25
7664,2227523,2018-06-25,M6G,0.000357,2018-06-25
7665,2231795,2018-06-25,M6C,0.0000737,2018-06-25
7666,2226397,2018-06-26,M6P,0.00299,2018-06-26
7667,2231692,2018-06-26,M1L,0.0000926,2018-06-26
7668,2226452,2018-06-26,M6P,<0.00005,2018-06-26
7669,2227516,2018-06-26,M4W,<0.00005,2018-06-26
7670,2242624,2018-06-26,M6C,0.000958,2018-06-26
7671,2227590,2018-06-26,M4S,0.00175,2018-06-26
7672,2235322,2018-06-27,M2M,0.0000992,2018-06-27
7673,2230096,2018-06-27,M9B,0.000151,2018-06-27
7674,2231835,2018-06-27,M4N,<0.00005,2018-06-27
7675,2235139,2018-06-27,M5V,0.00140,2018-06-27
7676,2230049,2018-06-27,M9A,0.0000505,2018-06-27
7677,2227514,2018-06-27,M5R,<0.00005,2018-06-27
7678,2235083,2018-06-27,M2R,0.00156,2018-06-27
7679,2231694,2018-06-28,M2N,0.000139,2018-06-28
7680,2230097,2018-06-28,M6J,<0.00005,2018-06-28
7681,2235343,2018-06-28,M3A,<0.00005,2018-06-28
7682,2231798,2018-06-28,M4G,0.0000816,2018-06-28
7683,2230098,2018-06-28,M6N,<0.00005,2018-06-28
7684,2233480,2018-06-29,M6P,0.0000824,2018-06-29
7685,2235325,2018-07-02,M4S,0.0000771,2018-07-02
7686,2234746,2018-07-03,M4M,0.00188,2018-07-03
7687,2230058,2018-07-03,M6N,0.000875,2018-07-03
7688,2230050,2018-07-03,M6G,0.000184,2018-07-03
7689,2231834,2018-07-03,M4A,0.000101,2018-07-03
7690,2231731,2018-07-03,M4C,0.000531,2018-07-03
7691,2235129,2018-07-04,M6H,0.000683,2018-07-04
7692,2233467,2018-07-04,M6E,0.000101,2018-07-04
7693,2231679,2018-07-04,M4C,0.000722,2018-07-04
7694,2231808,2018-07-04,M2N,0.0000862,2018-07-04
7695,2235138,2018-07-05,M5A,0.000652,2018-07-05
7696,2232711,2018-07-05,M9A,0.0000654,2018-07-05
7697,2231681,2018-07-05,M4K,0.000801,2018-07-05
7698,2234738,2018-07-06,M4S,0.000832,2018-07-06
7699,2233481,2018-07-06,M9P,0.0000959,2018-07-06
7700,2233483,2018-07-06,M6N,0.00284,2018-07-06
7701,2232946,2018-07-06,M6H,0.00156,2018-07-06
7702,2235140,2018-07-09,M4X,0.0000672,2018-07-09
7703,2237118,2018-07-09,M8Y,0.000263,2018-07-09
7704,2231868,2018-07-09,M4K,0.000864,2018-07-09
7705,2234762,2018-07-09,M5C,0.0000679,2018-07-09
7706,2233478,2018-07-09,M6P,0.0000808,2018-07-09
7707,2239657,2018-07-09,M4C,0.00117,2018-07-09
7708,2233482,2018-07-09,M6G,0.000182,2018-07-09
7709,2233088,2018-07-09,M6R,<0.00005,2018-07-09
7710,2242644,2018-07-10,M4R,0.00106,2018-07-10
7711,2242643,2018-07-10,M4N,<0.00005,2018-07-10
7712,2242642,2018-07-10,M2M,<0.00005,2018-07-10
7713,2242609,2018-07-10,M4R,0.000359,2018-07-10
7714,2237119,2018-07-10,M6A,<0.00005,2018-07-10
7715,2239666,2018-07-11,M4C,0.348,2018-07-11
7716,2235324,2018-07-11,M6C,0.000815,2018-07-11
7717,2235194,2018-07-12,M6S,<0.00005,2018-07-12
7718,2239656,2018-07-12,M4C,0.00172,2018-07-12
7719,2239514,2018-07-12,M1N,0.0000657,2018-07-12
7720,2234763,2018-07-12,M4K,0.00202,2018-07-12
7721,2239523,2018-07-12,M4L,0.00121,2018-07-12
7722,2235065,2018-07-12,M6R,0.00262,2018-07-12
7723,2239502,2018-07-13,M6J,0.000562,2018-07-13
7724,2239670,2018-07-13,M4E,0.00126,2018-07-13
7725,2239671,2018-07-13,M4A,<0.00005,2018-07-13
7726,2235195,2018-07-13,M6N,0.00210,2018-07-13
7727,2244961,2018-07-13,M1N,0.00186,2018-07-13
7728,2237077,2018-07-15,M5M,0.000514,2018-07-15
7729,2239102,2018-07-15,M4K,<0.00005,2018-07-15
7730,2237101,2018-07-16,M6E,0.00262,2018-07-16
7731,2239044,2018-07-16,M6P,0.00159,2018-07-16
7732,2237116,2018-07-16,M6J,0.000399,2018-07-16
7733,2239495,2018-07-16,M4J,0.000117,2018-07-16
7734,2239104,2018-07-17,M6H,0.00173,2018-07-17
7735,2242610,2018-07-17,M2M,0.000148,2018-07-17
7736,2237112,2018-07-17,M4L,0.000195,2018-07-17
7737,2242669,2018-07-17,M2M,0.000111,2018-07-17
7738,2240506,2018-07-17,M4L,<0.00005,2018-07-17
7739,2237117,2018-07-17,M6G,0.000599,2018-07-17
7740,2244962,2018-07-17,M9M,0.00373,2018-07-17
