_id,SampleNumber,SampleDate,PartialPostalCode,LeadAmount_ppm
2148,1079466,2015-09-05 07:16:31.833867,M6S,0.0
2149,5169637,2015-09-05 14:07:12.258568,M5R,0.003165543401459446
2150,2208001,2015-09-05 20:57:52.683270,M1H,0.0006780179347155614
2151,9905271,2015-09-06 03:48:33.107971,M1E,0.010783475672980849
2152,3406712,2015-09-06 10:39:13.532672,M3J,0.019561489366196668
2153,8313034,2015-09-06 17:29:53.957374,M1K,<0.00005
2154,2451017,2015-09-07 00:20:34.382075,M3N,0.014606223375846626
2155,8730522,2015-09-07 07:11:14.806776,M8X,<0.00005
2156,3975184,2015-09-07 14:01:55.231478,M5H,0.005078932213583803
2157,1090544,2015-09-07 20:52:35.656179,M9M,0.0008939371651462222
2158,5300450,2015-09-08 03:43:16.080881,M1X,0.004898297533414613
2159,7597626,2015-09-08 10:33:56.505582,M4S,0.007395863216076529
2160,5059235,2015-09-08 17:24:36.930283,M9A,0.006533006343769096
2161,2224223,2015-09-09 00:15:17.354985,M5M,0.002432883284342866
2162,7081700,2015-09-09 07:05:57.779686,M8V,0.005462599979326499
2163,3631884,2015-09-09 13:56:38.204388,M8W,<0.00005
2164,8352615,2015-09-09 20:47:18.629089,M4N,0.005910727727689753
2165,3507464,2015-09-10 03:37:59.053790,M3B,0.012929807211299407
2166,9651473,2015-09-10 10:28:39.478492,M5A,<0.00005
2167,9340433,2015-09-10 17:19:19.903193,M2R,<0.00005
2168,7476742,2015-09-11 00:10:00.327894,M9N,0.004703581458845407
2169,8783910,2015-09-11 07:00:40.752596,M3K,0.002863063451529595
2170,2145450,2015-09-11 13:51:21.177297,M2R,0.00840670662149124
2171,6725689,2015-09-11 20:42:01.601999,M5B,0.0027246849129824178
2172,5598038,2015-09-12 03:32:42.026700,M1B,0.0
2173,7321951,2015-09-12 10:23:22.451401,M1J,<0.00005
2174,4182654,2015-09-12 17:14:02.876103,M8Y,<0.00005
2175,6576464,2015-09-13 00:04:43.300804,M6E,0.003933993488883953
2176,7656508,2015-09-13 06:55:23.725506,M5B,0.003190097435472593
2177,1337000,2015-09-13 13:46:04.150207,M4G,0.005624987887519425
2178,7358987,2015-09-13 20:36:44.574908,M4N,0.0
2179,6397451,2015-09-14 03:27:24.999610,M6N,0.0
2180,5726410,2015-09-14 10:18:05.424311,M4R,<0.00005
2181,6059200,2015-09-14 17:08:45.849012,M6S,0.00258600753524692
2182,8197285,2015-09-14 23:59:26.273714,M5P,0.0035500905755052846
2183,2099187,2015-09-15 06:50:06.698415,M9A,<0.00005
2184,5191041,2015-09-15 13:40:47.123117,M5T,<0.00005
2185,3800341,2015-09-15 20:31:27.547818,M3A,0.00037369861036564995
2186,3475242,2015-09-16 03:22:07.972519,M4P,0.006564278433299214
2187,9775891,2015-09-16 10:12:48.397221,M6J,0.00929668552097131
2188,5976300,2015-09-16 17:03:28.821922,M9R,0.0039036674432903935
2189,6258424,2015-09-16 23:54:09.246623,M4N,0.0033747126504617662
2190,6018885,2015-09-17 06:44:49.671325,M9R,0.014053852002254587
2191,9178181,2015-09-17 13:35:30.096026,M8X,<0.00005
2192,5122452,2015-09-17 20:26:10.520728,M8W,0.009816254087370326
2193,1172288,2015-09-18 03:16:50.945429,M3N,0.00641880608637866
2194,7568582,2015-09-18 10:07:31.370130,M5B,0.009245619957120324
2195,5072018,2015-09-18 16:58:11.794832,M1X,0.00304600217770026
2196,6454613,2015-09-18 23:48:52.219533,M5R,0.012335812951674392
2197,6100449,2015-09-19 06:39:32.644235,M4X,0.0019339966888779737
2198,7504594,2015-09-19 13:30:13.068936,M1H,<0.00005
2199,5669039,2015-09-19 20:20:53.493637,M4S,0.012533364784201738
2200,2300180,2015-09-20 03:11:33.918339,M4J,0.012339606289833164
2201,9742369,2015-09-20 10:02:14.343040,M1R,0.009809040393858463
2202,2113168,2015-09-20 16:52:54.767741,M3M,<0.00005
2203,7263747,2015-09-20 23:43:35.192443,M5A,0.0032322094372006175
2204,2234655,2015-09-21 06:34:15.617144,M6K,0.013859401358918048
2205,9739162,2015-09-21 13:24:56.041846,M1G,0.003602432736598025
2206,8145938,2015-09-21 20:15:36.466547,M9M,0.004036100103309204
2207,6800218,2015-09-22 03:06:16.891248,M3J,0.002868597289225188
2208,3902213,2015-09-22 09:56:57.315950,M4C,<0.00005
2209,1528579,2015-09-22 16:47:37.740651,M4C,0.004394345247144987
2210,2930828,2015-09-22 23:38:18.165352,M1W,0.0063844295036232955
2211,9316487,2015-09-23 06:28:58.590054,M1W,0.00905542013511226
2212,6937119,2015-09-23 13:19:39.014755,M9N,0.0
2213,4991922,2015-09-23 20:10:19.439457,M2N,0.02034051062486322
2214,8785777,2015-09-24 03:00:59.864158,M1B,0.0008292877951753723
2215,9905094,2015-09-24 09:51:40.288859,M9B,0.0
2216,9892262,2015-09-24 16:42:20.713561,M1T,0.0
2217,7156078,2015-09-24 23:33:01.138262,M4X,0.004951589046980078
2218,9504001,2015-09-25 06:23:41.562964,M9V,0.0141289336415634
2219,5687891,2015-09-25 13:14:21.987665,M9B,0.006869648415349
2220,7528184,2015-09-25 20:05:02.412366,M6L,<0.00005
2221,8271074,2015-09-26 02:55:42.837068,M5P,<0.00005
2222,8960906,2015-09-26 09:46:23.261769,M4E,0.0026718554904929756
2223,3448274,2015-09-26 16:37:03.686470,M5G,0.011825831158896752
2224,6713414,2015-09-26 23:27:44.111172,M5G,<0.00005
2225,4747668,2015-09-27 06:18:24.535873,M1J,0.004632767118238779
2226,8873475,2015-09-27 13:09:04.960575,M1M,<0.00005
2227,1740739,2015-09-27 19:59:45.385276,M5R,0.0
2228,1680600,2015-09-28 02:50:25.809977,M5J,<0.00005
2229,5553215,2015-09-28 09:41:06.234679,M6P,0.004366982954489043
2230,6670787,2015-09-28 16:31:46.659380,M1T,0.0
2231,6657700,2015-09-28 23:22:27.084082,M4G,0.01091467914989595
2232,8498889,2015-09-29 06:13:07.508783,M6S,0.005048757704952465
2233,3822139,2015-09-29 13:03:47.933484,M3B,0.0029441110800331204
2234,9945276,2015-09-29 19:54:28.358186,M3L,<0.00005
2235,8624043,2015-09-30 02:45:08.782887,M5K,<0.00005
2236,9763414,2015-09-30 09:35:49.207588,M6E,0.004125255922591481
2237,4506049,2015-09-30 16:26:29.632290,M3B,<0.00005
2238,1237047,2015-09-30 23:17:10.056991,M1G,0.004914009533457202
2239,2308575,2015-10-01 06:07:50.481693,M3C,0.007918616623523344
2240,3415867,2015-10-01 12:58:30.906394,M3J,<0.00005
2241,4857512,2015-10-01 19:49:11.331095,M1X,0.007175545230105744
2242,5163366,2015-10-02 02:39:51.755797,M1E,0.003708110519120511
2243,4234273,2015-10-02 09:30:32.180498,M3K,<0.00005
2244,8412490,2015-10-02 16:21:12.605199,M1C,0.0
2245,7513598,2015-10-02 23:11:53.029901,M2M,0.004201912913430266
2246,7647741,2015-10-03 06:02:33.454602,M5C,0.00863776593659188
2247,7082102,2015-10-03 12:53:13.879304,M5A,0.010057074394334457
2248,6377981,2015-10-03 19:43:54.304005,M5T,<0.00005
2249,8436592,2015-10-04 02:34:34.728706,M6H,0.005697903671806313
2250,1683624,2015-10-04 09:25:15.153408,M1S,<0.00005
2251,3603301,2015-10-04 16:15:55.578109,M5T,0.005720680524769367
2252,9091488,2015-10-04 23:06:36.002811,M4W,0.010584934838434742
2253,1191306,2015-10-05 05:57:16.427512,M1K,<0.00005
2254,9860643,2015-10-05 12:47:56.852213,M1J,<0.00005
2255,3238664,2015-10-05 19:38:37.276915,M4S,0.0029521731805381697
2256,8807785,2015-10-06 02:29:17.701616,M4K,<0.00005
2257,6574696,2015-10-06 09:19:58.126317,M5K,<0.00005
2258,6629403,2015-10-06 16:10:38.551019,M4L,<0.00005
2259,9516053,2015-10-06 23:01:18.975720,M2R,0.0011752469186353592
2260,7277692,2015-10-07 05:51:59.400422,M4T,0.0
2261,5077691,2015-10-07 12:42:39.825123,M5N,0.009313394463877855
2262,7757825,2015-10-07 19:33:20.249824,M1H,<0.00005
2263,3991754,2015-10-08 02:24:00.674526,M4S,0.007921429711099997
2264,7651869,2015-10-08 09:14:41.099227,M4R,0.007442844915929479
2265,3753605,2015-10-08 16:05:21.523928,M3K,0.009002982512360185
2266,6754367,2015-10-08 22:56:01.948630,M8Y,0.004927016281826215
2267,7963646,2015-10-09 05:46:42.373331,M8W,<0.00005
2268,2254436,2015-10-09 12:37:22.798033,M4P,0.005910612969367697
2269,6779963,2015-10-09 19:28:03.222734,M6L,<0.00005
2270,2734488,2015-10-10 02:18:43.647435,M5J,<0.00005
2271,1835506,2015-10-10 09:09:24.072137,M5R,<0.00005
2272,9121357,2015-10-10 16:00:04.496838,M5H,<0.00005
2273,2443045,2015-10-10 22:50:44.921540,M9M,0.0
2274,7071910,2015-10-11 05:41:25.346241,M4B,0.005694749293403943
2275,2285247,2015-10-11 12:32:05.770942,M6K,0.0005596374400163853
2276,4240954,2015-10-11 19:22:46.195644,M4A,0.008463088753533526
2277,8916056,2015-10-12 02:13:26.620345,M1J,0.01713399850966739
2278,7391677,2015-10-12 09:04:07.045046,M5G,0.0
2279,2928620,2015-10-12 15:54:47.469748,M1W,0.010174895784026396
2280,9958176,2015-10-12 22:45:27.894449,M9A,0.004528133399462788
2281,4120385,2015-10-13 05:36:08.319151,M5T,<0.00005
2282,8636762,2015-10-13 12:26:48.743852,M1J,<0.00005
2283,1590793,2015-10-13 19:17:29.168553,M1S,0.00814258955820047
2284,8529677,2015-10-14 02:08:09.593255,M8Y,0.0014440782943742716
2285,2119433,2015-10-14 08:58:50.017956,M5B,<0.00005
2286,8278036,2015-10-14 15:49:30.442658,M5C,<0.00005
2287,3506915,2015-10-14 22:40:10.867359,M1C,0.002934615371924638
2288,6226721,2015-10-15 05:30:51.292060,M9B,0.013358014576972818
2289,7963093,2015-10-15 12:21:31.716762,M9W,0.004107787913118519
2290,6568294,2015-10-15 19:12:12.141463,M1H,0.0
2291,7454447,2015-10-16 02:02:52.566164,M4R,0.007878772164678798
2292,6637379,2015-10-16 08:53:32.990866,M1V,<0.00005
2293,3860940,2015-10-16 15:44:13.415567,M6S,0.009636017414325508
2294,2996924,2015-10-16 22:34:53.840269,M4R,0.007500033847667991
2295,2415564,2015-10-17 05:25:34.264970,M4V,<0.00005
2296,8891257,2015-10-17 12:16:14.689671,M5C,0.008699087821525234
2297,3084939,2015-10-17 19:06:55.114373,M5K,0.004486350321040934
2298,5208879,2015-10-18 01:57:35.539074,M5G,0.0016746667799308135
2299,2028920,2015-10-18 08:48:15.963775,M5N,0.001696307345169823
2300,2406360,2015-10-18 15:38:56.388477,M9B,<0.00005
2301,6269991,2015-10-18 22:29:36.813178,M1H,<0.00005
2302,5279931,2015-10-19 05:20:17.237880,M3A,0.001295775810721751
2303,2455206,2015-10-19 12:10:57.662581,M1K,0.0
2304,4607578,2015-10-19 19:01:38.087282,M5V,0.0018333066268936948
2305,1438947,2015-10-20 01:52:18.511984,M2H,<0.00005
2306,3864756,2015-10-20 08:42:58.936685,M5K,0.0046415312958836925
2307,6778499,2015-10-20 15:33:39.361387,M1H,0.007953722889868522
2308,1819266,2015-10-20 22:24:19.786088,M9W,<0.00005
2309,4026315,2015-10-21 05:15:00.210789,M5V,0.000998889042342438
2310,2000916,2015-10-21 12:05:40.635491,M3A,0.012603109846809884
2311,8574605,2015-10-21 18:56:21.060192,M1T,0.0044765432183192615
2312,1901491,2015-10-22 01:47:01.484893,M6S,<0.00005
2313,9791581,2015-10-22 08:37:41.909595,M5T,0.0
2314,7833449,2015-10-22 15:28:22.334296,M4G,0.005866761677736334
2315,1525019,2015-10-22 22:19:02.758998,M9B,<0.00005
2316,5486607,2015-10-23 05:09:43.183699,M5K,<0.00005
2317,9754519,2015-10-23 12:00:23.608400,M5A,0.0013052464053421166
2318,4081942,2015-10-23 18:51:04.033102,M5V,<0.00005
2319,5786416,2015-10-24 01:41:44.457803,M3B,0.0
2320,3109945,2015-10-24 08:32:24.882504,M4L,<0.00005
2321,3191775,2015-10-24 15:23:05.307206,M5N,0.0008985369146176326
2322,8721783,2015-10-24 22:13:45.731907,M4W,0.0005660916633860183
2323,6747526,2015-10-25 05:04:26.156609,M1E,<0.00005
2324,1226419,2015-10-25 11:55:06.581310,M5G,<0.00005
2325,2654764,2015-10-25 18:45:47.006011,M5B,0.004568226196181829
2326,5298908,2015-10-26 01:36:27.430713,M5B,<0.00005
2327,4556629,2015-10-26 08:27:07.855414,M5V,0.008562700260700279
2328,8161098,2015-10-26 15:17:48.280116,M1V,<0.00005
2329,2482412,2015-10-26 22:08:28.704817,M3B,0.00679937762093589
2330,3110271,2015-10-27 04:59:09.129518,M2N,0.0
2331,8613034,2015-10-27 11:49:49.554220,M1N,0.005699992551230969
2332,4598404,2015-10-27 18:40:29.978921,M9W,0.005613773767494567
2333,9133817,2015-10-28 01:31:10.403622,M5A,<0.00005
2334,6267712,2015-10-28 08:21:50.828324,M1P,0.00984691439715326
2335,8778660,2015-10-28 15:12:31.253025,M1R,0.01883950875425799
2336,6723025,2015-10-28 22:03:11.677727,M3N,0.0
2337,6817874,2015-10-29 04:53:52.102428,M5G,0.0
2338,4476330,2015-10-29 11:44:32.527129,M5M,<0.00005
2339,5840635,2015-10-29 18:35:12.951831,M3C,0.0043696208181826235
2340,1688994,2015-10-30 01:25:53.376532,M4G,0.0023736441128488555
2341,5172715,2015-10-30 08:16:33.801234,M1K,<0.00005
2342,9705982,2015-10-30 15:07:14.225935,M8Z,<0.00005
2343,2710249,2015-10-30 21:57:54.650636,M2M,0.0018568213913053
2344,3932696,2015-10-31 04:48:35.075338,M3A,0.0
2345,5318152,2015-10-31 11:39:15.500039,M4J,0.003781013132517175
2346,4188716,2015-10-31 18:29:55.924740,M2P,<0.00005
2347,8554450,2015-11-01 01:20:36.349442,M5P,<0.00005
2348,9556747,2015-11-01 08:11:16.774143,M5C,<0.00005
2349,4073502,2015-11-01 15:01:57.198845,M5G,0.013372179695200246
2350,1908854,2015-11-01 21:52:37.623546,M2R,0.005227110711820886
2351,9054782,2015-11-02 04:43:18.048247,M5C,0.005740822048078934
2352,5500635,2015-11-02 11:33:58.472949,M3B,<0.00005
2353,8282288,2015-11-02 18:24:38.897650,M1X,0.00806740828349149
2354,4510873,2015-11-03 01:15:19.322351,M5E,0.014056999923261638
2355,5420143,2015-11-03 08:05:59.747053,M3A,0.0035831136998482303
2356,8689980,2015-11-03 14:56:40.171754,M4J,0.0
2357,4534527,2015-11-03 21:47:20.596456,M9A,0.0
2358,4923250,2015-11-04 04:38:01.021157,M5J,0.001464017729022269
2359,8979896,2015-11-04 11:28:41.445858,M9A,<0.00005
2360,2565923,2015-11-04 18:19:21.870560,M4M,<0.00005
2361,5020839,2015-11-05 01:10:02.295261,M4L,<0.00005
2362,7354632,2015-11-05 08:00:42.719963,M9N,0.011990479885143856
2363,6317764,2015-11-05 14:51:23.144664,M5P,0.0031785071607314816
2364,2095431,2015-11-05 21:42:03.569365,M4T,<0.00005
2365,1741191,2015-11-06 04:32:43.994067,M6J,0.003029277112914617
2366,3726499,2015-11-06 11:23:24.418768,M5H,0.0
2367,5795601,2015-11-06 18:14:04.843469,M4P,0.004436476131710613
2368,7772811,2015-11-07 01:04:45.268171,M6M,0.0035715453415989455
2369,1559955,2015-11-07 07:55:25.692872,M5A,<0.00005
2370,3227891,2015-11-07 14:46:06.117574,M1N,<0.00005
2371,9769196,2015-11-07 21:36:46.542275,M9C,<0.00005
2372,3546177,2015-11-08 04:27:26.966976,M3L,0.008322260023691824
2373,3405594,2015-11-08 11:18:07.391678,M5T,0.0
2374,1243297,2015-11-08 18:08:47.816379,M9L,<0.00005
2375,9088147,2015-11-09 00:59:28.241080,M4W,<0.00005
2376,8193284,2015-11-09 07:50:08.665782,M6H,<0.00005
2377,7762598,2015-11-09 14:40:49.090483,M5A,0.005525298359827102
2378,1359110,2015-11-09 21:31:29.515185,M6M,0.012437540671748815
2379,1724410,2015-11-10 04:22:09.939886,M5S,0.009645192245022405
2380,1547601,2015-11-10 11:12:50.364587,M5V,0.002541798445437391
2381,3163280,2015-11-10 18:03:30.789289,M6E,0.0
2382,1234175,2015-11-11 00:54:11.213990,M2J,<0.00005
2383,7898022,2015-11-11 07:44:51.638692,M6E,0.0
2384,1681063,2015-11-11 14:35:32.063393,M4V,0.0017973045666413246
2385,1871711,2015-11-11 21:26:12.488094,M2R,0.0
2386,9493052,2015-11-12 04:16:52.912796,M1R,<0.00005
2387,4344258,2015-11-12 11:07:33.337497,M1N,<0.00005
2388,7163101,2015-11-12 17:58:13.762198,M4P,0.0
2389,2617170,2015-11-13 00:48:54.186900,M1P,<0.00005
2390,3116288,2015-11-13 07:39:34.611601,M2N,<0.00005
2391,4494824,2015-11-13 14:30:15.036303,M9N,<0.00005
2392,2454755,2015-11-13 21:20:55.461004,M8Y,0.012427261649987753
2393,1701995,2015-11-14 04:11:35.885705,M4G,0.008803394030847228
2394,6858189,2015-11-14 11:02:16.310407,M2R,<0.00005
2395,9845134,2015-11-14 17:52:56.735108,M2P,0.0030664543377621565
2396,8016504,2015-11-15 00:43:37.159810,M3K,0.00459918130476969
2397,5889064,2015-11-15 07:34:17.584511,M6E,0.011441169186345721
2398,4234073,2015-11-15 14:24:58.009212,M3L,0.007301347792639365
2399,6346708,2015-11-15 21:15:38.433914,M5M,0.005050947287732017
2400,7976653,2015-11-16 04:06:18.858615,M2M,0.0029354915180120657
2401,3203400,2015-11-16 10:56:59.283316,M6L,0.0012743560988312972
2402,3942306,2015-11-16 17:47:39.708018,M4L,0.004063904145728097
2403,6206319,2015-11-17 00:38:20.132719,M4Y,0.0
2404,3028283,2015-11-17 07:29:00.557421,M6A,0.01458437524065978
2405,9577375,2015-11-17 14:19:40.982122,M6L,0.0
2406,5491689,2015-11-17 21:10:21.406823,M4N,0.0074638613720997525
2407,8503873,2015-11-18 04:01:01.831525,M6C,0.0033451098495352266
2408,7858103,2015-11-18 10:51:42.256226,M2P,0.0
2409,6604249,2015-11-18 17:42:22.680927,M3A,0.005907018762512177
2410,1501211,2015-11-19 00:33:03.105629,M3C,0.005230256258058759
2411,3832570,2015-11-19 07:23:43.530330,M4J,0.007399008052711981
2412,4762341,2015-11-19 14:14:23.955032,M5K,0.010287140853749748
2413,4325134,2015-11-19 21:05:04.379733,M1T,<0.00005
2414,4800151,2015-11-20 03:55:44.804434,M4K,0.0
2415,4306747,2015-11-20 10:46:25.229136,M5G,<0.00005
2416,7620016,2015-11-20 17:37:05.653837,M6M,0.006678082903210082
2417,6779133,2015-11-21 00:27:46.078539,M6P,<0.00005
2418,6096912,2015-11-21 07:18:26.503240,M2N,<0.00005
2419,7128672,2015-11-21 14:09:06.927941,M8W,0.002373897466801561
2420,8715542,2015-11-21 20:59:47.352643,M4L,0.017500119242675406
2421,3027770,2015-11-22 03:50:27.777344,M4T,0.006181798250211806
2422,7260414,2015-11-22 10:41:08.202045,M4L,0.011377612000000786
2423,3714261,2015-11-22 17:31:48.626747,M5N,0.003350690617891669
2424,3634441,2015-11-23 00:22:29.051448,M5K,0.010332940345976392
2425,6237443,2015-11-23 07:13:09.476150,M1W,0.0
2426,9269673,2015-11-23 14:03:49.900851,M5E,<0.00005
2427,3548073,2015-11-23 20:54:30.325552,M9A,<0.00005
2428,8647660,2015-11-24 03:45:10.750254,M1L,0.004319386458872825
2429,1061077,2015-11-24 10:35:51.174955,M1M,0.003597218121431006
2430,3041927,2015-11-24 17:26:31.599656,M1H,<0.00005
2431,5703557,2015-11-25 00:17:12.024358,M3C,<0.00005
2432,3812527,2015-11-25 07:07:52.449059,M5K,0.0
2433,6858955,2015-11-25 13:58:32.873761,M5A,0.014947120104826406
2434,7504035,2015-11-25 20:49:13.298462,M1M,0.0029148499553442735
2435,7156693,2015-11-26 03:39:53.723163,M5T,0.0060399277573532665
2436,3704526,2015-11-26 10:30:34.147865,M3L,0.0017349548598290685
2437,1573078,2015-11-26 17:21:14.572566,M6H,<0.00005
2438,1175590,2015-11-27 00:11:54.997268,M4P,<0.00005
2439,8417620,2015-11-27 07:02:35.421969,M4X,0.0
2440,8341307,2015-11-27 13:53:15.846670,M4A,<0.00005
2441,2152739,2015-11-27 20:43:56.271372,M8W,0.008135278479484758
2442,6710076,2015-11-28 03:34:36.696073,M8Y,0.007599910271930984
2443,1661662,2015-11-28 10:25:17.120774,M8Z,<0.00005
2444,4224553,2015-11-28 17:15:57.545476,M5N,0.0037286598369283487
2445,6943281,2015-11-29 00:06:37.970177,M5A,0.011632555987025778
2446,8773257,2015-11-29 06:57:18.394879,M3K,0.0
2447,5612029,2015-11-29 13:47:58.819580,M4S,<0.00005
2448,6295842,2015-11-29 20:38:39.244281,M5E,<0.00005
2449,7465928,2015-11-30 03:29:19.668983,M2J,0.007216373011532362
2450,6118770,2015-11-30 10:20:00.093684,M5P,0.005519322733562218
2451,7937675,2015-11-30 17:10:40.518386,M6B,0.005643749799876601
2452,6854450,2015-12-01 00:01:20.943087,M6M,0.006664514458156844
2453,6411721,2015-12-01 06:52:01.367788,M1T,0.008105591535485415
2454,3881405,2015-12-01 13:42:41.792490,M6J,0.0007151449465237734
2455,6192599,2015-12-01 20:33:22.217191,M1B,0.008035723970078455
2456,4287128,2015-12-02 03:24:02.641892,M4L,0.0
2457,4979983,2015-12-02 10:14:43.066594,M1K,<0.00005
2458,4382817,2015-12-02 17:05:23.491295,M6S,<0.00005
2459,9352930,2015-12-02 23:56:03.915997,M5K,0.013170014784192823
2460,9915944,2015-12-03 06:46:44.340698,M5C,0.0
2461,6318775,2015-12-03 13:37:24.765399,M9L,0.0031912648468301356
2462,5808977,2015-12-03 20:28:05.190101,M9W,<0.00005
2463,4631385,2015-12-04 03:18:45.614802,M1W,0.010451807318227913
2464,3534915,2015-12-04 10:09:26.039503,M4X,<0.00005
2465,3361339,2015-12-04 17:00:06.464205,M5J,0.0055265619220109495
2466,3526378,2015-12-04 23:50:46.888906,M5E,<0.00005
2467,2242683,2015-12-05 06:41:27.313608,M6P,0.008473188294949825
2468,7828686,2015-12-05 13:32:07.738309,M3A,<0.00005
2469,7231525,2015-12-05 20:22:48.163010,M8V,0.004472797271490789
2470,7867889,2015-12-06 03:13:28.587712,M2R,0.0072441683245770775
2471,8465025,2015-12-06 10:04:09.012413,M6L,0.008309835790221366
2472,5877949,2015-12-06 16:54:49.437115,M6J,0.0
2473,9614830,2015-12-06 23:45:29.861816,M1S,0.0024133622986749334
2474,6038171,2015-12-07 06:36:10.286517,M2L,0.006889694494117285
2475,4902507,2015-12-07 13:26:50.711219,M6H,0.002987748805298622
2476,2274114,2015-12-07 20:17:31.135920,M4B,0.010607302112205574
2477,6632349,2015-12-08 03:08:11.560621,M1X,<0.00005
2478,4486527,2015-12-08 09:58:51.985323,M4M,0.0002983686720022293
2479,9773015,2015-12-08 16:49:32.410024,M1C,0.010343531626193593
2480,2336394,2015-12-08 23:40:12.834726,M1E,<0.00005
2481,1971490,2015-12-09 06:30:53.259427,M4E,0.002173758277667964
2482,4978459,2015-12-09 13:21:33.684128,M6P,0.0032998369387889806
2483,1957529,2015-12-09 20:12:14.108830,M8Z,0.017475800991209264
2484,4250543,2015-12-10 03:02:54.533531,M5A,0.009397875156367183
2485,9502575,2015-12-10 09:53:34.958232,M2L,0.004764126132792594
2486,1189341,2015-12-10 16:44:15.382934,M9C,0.0
2487,8243251,2015-12-10 23:34:55.807635,M6S,0.004848552291952321
2488,9120492,2015-12-11 06:25:36.232337,M9L,0.0014304218359560274
2489,5087995,2015-12-11 13:16:16.657038,M6B,<0.00005
2490,2316208,2015-12-11 20:06:57.081739,M9A,0.0074573806592291795
2491,8225398,2015-12-12 02:57:37.506441,M1C,0.012313674878578238
2492,1892753,2015-12-12 09:48:17.931142,M5H,<0.00005
2493,6003988,2015-12-12 16:38:58.355844,M6E,0.006432319272020907
2494,7218611,2015-12-12 23:29:38.780545,M2N,0.004750798646097267
2495,5103113,2015-12-13 06:20:19.205246,M1X,0.00484218331201441
2496,1532236,2015-12-13 13:10:59.629948,M4C,<0.00005
2497,9732374,2015-12-13 20:01:40.054649,M6C,0.0019152501985220715
2498,1891455,2015-12-14 02:52:20.479350,M6B,0.004711856728443425
2499,5861390,2015-12-14 09:43:00.904052,M4E,0.022267677762841873
2500,3473914,2015-12-14 16:33:41.328753,M1W,<0.00005
2501,8964392,2015-12-14 23:24:21.753455,M3A,0.007548612993772337
2502,3322212,2015-12-15 06:15:02.178156,M1S,0.007915546754146678
2503,6863037,2015-12-15 13:05:42.602857,M6P,<0.00005
2504,2112431,2015-12-15 19:56:23.027559,M2L,0.0
2505,8317590,2015-12-16 02:47:03.452260,M4E,0.0019402974870166402
2506,5904119,2015-12-16 09:37:43.876962,M1G,0.005721036494929028
2507,7796835,2015-12-16 16:28:24.301663,M6S,0.009658017766627149
2508,2090468,2015-12-16 23:19:04.726364,M1K,<0.00005
2509,3292272,2015-12-17 06:09:45.151066,M6N,<0.00005
2510,6389880,2015-12-17 13:00:25.575767,M1J,0.010025030866167597
2511,3974106,2015-12-17 19:51:06.000468,M8X,0.002859392536281078
2512,6907233,2015-12-18 02:41:46.425170,M3H,0.0040637424941482115
2513,2707841,2015-12-18 09:32:26.849871,M3M,0.012116888351075706
2514,2409461,2015-12-18 16:23:07.274573,M9C,<0.00005
2515,8553846,2015-12-18 23:13:47.699274,M5J,<0.00005
2516,1852746,2015-12-19 06:04:28.123975,M4J,0.008684972350609485
2517,9396978,2015-12-19 12:55:08.548677,M9R,0.0
2518,3846349,2015-12-19 19:45:48.973378,M5J,<0.00005
2519,4354618,2015-12-20 02:36:29.398079,M4X,0.005630310923509696
2520,3574030,2015-12-20 09:27:09.822781,M4B,0.0
2521,1195979,2015-12-20 16:17:50.247482,M4E,0.013938604536817344
2522,4626884,2015-12-20 23:08:30.672184,M5N,<0.00005
2523,1107277,2015-12-21 05:59:11.096885,M1W,0.0052836502688032765
2524,4016262,2015-12-21 12:49:51.521586,M5G,0.0008706953850124979
2525,8080933,2015-12-21 19:40:31.946288,M1K,<0.00005
2526,3002036,2015-12-22 02:31:12.370989,M1N,0.009261019900426586
2527,2985016,2015-12-22 09:21:52.795691,M9V,<0.00005
2528,1002502,2015-12-22 16:12:33.220392,M2M,<0.00005
2529,1190470,2015-12-22 23:03:13.645093,M4R,0.021990148132251894
2530,5082181,2015-12-23 05:53:54.069795,M4A,0.0
2531,9378619,2015-12-23 12:44:34.494496,M4W,0.003194279416742529
2532,4705498,2015-12-23 19:35:14.919197,M6M,<0.00005
2533,3365963,2015-12-24 02:25:55.343899,M1L,0.002323182298504558
2534,6338094,2015-12-24 09:16:35.768600,M2H,0.008505839556313368
2535,5558488,2015-12-24 16:07:16.193302,M3L,0.006718630607634781
2536,7549324,2015-12-24 22:57:56.618003,M6L,<0.00005
2537,8040893,2015-12-25 05:48:37.042704,M4B,0.003333275309695136
2538,5516139,2015-12-25 12:39:17.467406,M2J,<0.00005
2539,2734946,2015-12-25 19:29:57.892107,M5K,0.000606395115968935
2540,3479971,2015-12-26 02:20:38.316808,M5M,0.00792101265911294
2541,9297890,2015-12-26 09:11:18.741510,M3B,0.010830606472066243
2542,8431581,2015-12-26 16:01:59.166211,M1H,0.0037079960096585715
2543,2646219,2015-12-26 22:52:39.590913,M2N,0.0036858063047005454
2544,7581602,2015-12-27 05:43:20.015614,M3N,0.0049856736738087964
2545,9036315,2015-12-27 12:34:00.440315,M3H,<0.00005
2546,3649921,2015-12-27 19:24:40.865017,M1L,0.007811114284193543
2547,6252526,2015-12-28 02:15:21.289718,M3N,<0.00005
2548,8560809,2015-12-28 09:06:01.714420,M6C,0.0049612768105406465
2549,2670416,2015-12-28 15:56:42.139121,M3M,<0.00005
